offer_id,offer_type,status,expiration_reason,prop_id_original,prop_id_upgrade,original_adr,upgrade_list_adr,offer_adr,discount_pct,revenue_lift,guest_adults,stay_nights,days_to_arrival,email_opened,email_clicked,offer_booked,offer_expired
hist_a951fc77758d,original,ignored,,prop_odd9x1,prop_ohkebg,220,450,380.14,0.3,160.14,1,12,58,0,0,0,0
hist_3a3510d6c739,original,ignored,,prop_le1jwd,prop_odd9x1,180,220,206.1,0.35,26.1,2,5,44,0,0,0,0
hist_c1402f75b3f3,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,437.85,0.24,37.85,1,6,27,0,0,0,0
hist_af06f6670d27,original,ignored,,prop_le1jwd,prop_odd9x1,180,220,207.04,0.32,27.04,4,11,39,0,0,0,0
hist_af0aaa3c22f6,original,opened,,prop_3nrojh,prop_odd9x1,120,220,181.88,0.38,61.88,2,5,13,1,0,0,0
hist_f91d1e494222,original,ignored,,prop_xsf7c1,prop_odd9x1,150,220,202.3,0.25,52.3,3,10,10,0,0,0,0
hist_89dd1e55abd4,original,opened,,prop_0f4a8i,prop_ohkebg,100,450,365.89,0.24,265.89,3,10,30,1,0,0,0
hist_98a7e4c3613e,original,ignored,,prop_0f4a8i,prop_08y3id,100,280,229.65,0.28,129.65,1,9,19,0,0,0,0
hist_ae5be1434c60,original,opened,,prop_0f4a8i,prop_8b867z,100,350,255.97,0.38,155.97,2,8,35,1,0,0,0
hist_4774ee323424,original,opened,,prop_8b867z,prop_ohkebg,350,450,417.93,0.32,67.93,2,12,30,1,0,0,0
hist_44ed941d1bc8,original,expired,reservation-started,prop_saud8h,prop_c88oq1,250,400,353.6,0.31,103.6,1,9,5,1,0,0,1
hist_3c5719b4c160,fallback,ignored,,prop_saud8h,prop_wd9nox,250,500,404.34,0.38,154.34,1,9,5,0,0,0,0
hist_3c480f8dfafd,original,opened,,prop_le1jwd,prop_c88oq1,180,400,297.63,0.47,117.63,2,8,47,1,0,0,0
hist_785216ae4096,original,ignored,,prop_xsf7c1,prop_8b867z,150,350,285.1,0.32,135.1,1,8,56,0,0,0,0
hist_d056662f77ab,original,clicked,,prop_ohkebg,prop_g0ppb2,450,800,636.77,0.47,186.77,4,7,40,1,1,0,0
hist_198b8380d5d3,original,ignored,,prop_08y3id,prop_ohkebg,280,450,415.54,0.2,135.54,1,8,21,0,0,0,0
hist_5451b1af102d,original,ignored,,prop_8b867z,prop_c88oq1,350,400,387.49,0.25,37.49,3,9,59,0,0,0,0
hist_76c0afda8be8,original,ignored,,prop_saud8h,prop_c88oq1,250,400,336.23,0.43,86.23,4,4,1,0,0,0,0
hist_c66d33e1242a,original,ignored,,prop_le1jwd,prop_8b867z,180,350,309.73,0.24,129.73,3,2,42,0,0,0,0
hist_1d79d08994d0,original,ignored,,prop_0f4a8i,prop_xsf7c1,100,150,138.87,0.22,38.87,1,2,13,0,0,0,0
hist_7ed7f4bd0683,original,opened,,prop_saud8h,prop_8b867z,250,350,311.66,0.38,61.66,4,12,16,1,0,0,0
hist_f19312f78e69,original,clicked,,prop_wd9nox,prop_g0ppb2,500,800,732.51,0.22,232.51,1,2,34,1,1,0,0
hist_ce82c65d7a4d,original,clicked,,prop_odd9x1,prop_08y3id,220,280,257.05,0.38,37.05,3,13,2,1,1,0,0
hist_da82a83b9752,original,ignored,,prop_xsf7c1,prop_c88oq1,150,400,277.11,0.49,127.11,4,9,20,0,0,0,0
hist_b7df0317fbe6,original,ignored,,prop_saud8h,prop_c88oq1,250,400,341.05,0.39,91.05,3,6,11,0,0,0,0
hist_baf7d80c6db3,original,opened,,prop_3nrojh,prop_g0ppb2,120,800,588.29,0.31,468.29,3,13,33,1,0,0,0
hist_65fb065f126e,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,670.82,0.43,170.82,2,10,39,1,0,0,0
hist_e3294f0d6ad1,original,ignored,,prop_xsf7c1,prop_08y3id,150,280,238.39,0.32,88.39,2,12,53,0,0,0,0
hist_cae145eb2b54,original,ignored,,prop_08y3id,prop_wd9nox,280,500,452.61,0.22,172.61,2,13,40,0,0,0,0
hist_1b821df4e55e,original,opened,,prop_xsf7c1,prop_8b867z,150,350,288.49,0.31,138.49,3,5,2,1,0,0,0
hist_2cb545ea1906,original,opened,,prop_08y3id,prop_8b867z,280,350,323.59,0.38,43.59,1,7,6,1,0,0,0
hist_2434d62e1456,original,ignored,,prop_3nrojh,prop_le1jwd,120,180,161.76,0.3,41.76,2,11,17,0,0,0,0
hist_52aa1e6f5107,original,opened,,prop_saud8h,prop_c88oq1,250,400,359.92,0.27,109.92,3,2,51,1,0,0,0
hist_e2bb2e58cc12,original,ignored,,prop_xsf7c1,prop_saud8h,150,250,226.48,0.24,76.48,2,10,28,0,0,0,0
hist_b140208ae913,original,opened,,prop_ohkebg,prop_g0ppb2,450,800,641.95,0.45,191.95,2,12,14,1,0,0,0
hist_75b8992145ef,original,ignored,,prop_3nrojh,prop_saud8h,120,250,223.37,0.2,103.37,3,7,35,0,0,0,0
hist_3696d853fab8,original,opened,,prop_odd9x1,prop_g0ppb2,220,800,669.67,0.22,449.67,4,7,11,1,0,0,0
hist_9da046e4d5f0,original,opened,,prop_xsf7c1,prop_8b867z,150,350,263.81,0.43,113.81,2,14,56,1,0,0,0
hist_95b216ec9da7,original,opened,,prop_c88oq1,prop_ohkebg,400,450,427.29,0.45,27.29,2,14,51,1,0,0,0
hist_74c00f92aaa0,original,ignored,,prop_3nrojh,prop_ohkebg,120,450,375.76,0.22,255.76,2,4,22,0,0,0,0
hist_68a5707d5012,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,644.78,0.44,194.78,1,14,38,0,0,0,0
hist_0285de11bee8,original,ignored,,prop_0f4a8i,prop_le1jwd,100,180,154.81,0.31,54.81,2,10,22,0,0,0,0
hist_62cc241ffefe,original,opened,,prop_8b867z,prop_wd9nox,350,500,443.45,0.38,93.45,4,10,36,1,0,0,0
hist_f03a4b7a2291,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,647.02,0.44,197.02,3,8,12,0,0,0,0
hist_c391a5660fa5,original,ignored,,prop_odd9x1,prop_wd9nox,220,500,438.05,0.22,218.05,1,13,49,0,0,0,0
hist_84ce380f24d7,original,ignored,,prop_le1jwd,prop_8b867z,180,350,306.06,0.26,126.06,3,7,23,0,0,0,0
hist_24f8e770e389,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,430.66,0.39,30.66,1,9,37,0,0,0,0
hist_40a29ff50b12,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,727.65,0.24,227.65,1,11,18,0,0,0,0
hist_2fbe95f21aaf,original,ignored,,prop_xsf7c1,prop_saud8h,150,250,212.6,0.37,62.6,4,2,59,0,0,0,0
hist_22a809bc421b,original,ignored,,prop_8b867z,prop_g0ppb2,350,800,650.13,0.33,300.13,1,13,44,0,0,0,0
hist_06dd0609eca4,original,ignored,,prop_le1jwd,prop_08y3id,180,280,259.69,0.2,79.69,1,10,41,0,0,0,0
hist_ee927afcd5d5,original,opened,,prop_saud8h,prop_8b867z,250,350,315.26,0.35,65.26,2,6,27,1,0,0,0
hist_84a4d373ebc9,original,ignored,,prop_saud8h,prop_wd9nox,250,500,402.97,0.39,152.97,3,12,35,0,0,0,0
hist_1e3c0cd2f2d8,original,ignored,,prop_odd9x1,prop_ohkebg,220,450,358.2,0.4,138.2,3,13,54,0,0,0,0
hist_fec1ab6ce4d6,original,opened,,prop_0f4a8i,prop_saud8h,100,250,178.36,0.48,78.36,1,5,4,1,0,0,0
hist_5d9d01d4a0ee,original,opened,,prop_08y3id,prop_c88oq1,280,400,370.36,0.25,90.36,1,10,47,1,0,0,0
hist_d6f3ec3d4d64,original,ignored,,prop_08y3id,prop_g0ppb2,280,800,664.45,0.26,384.45,3,8,43,0,0,0,0
hist_f5806865915d,original,ignored,,prop_xsf7c1,prop_c88oq1,150,400,291.22,0.44,141.22,4,11,41,0,0,0,0
hist_93797c75b995,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,437.26,0.25,37.26,2,14,3,0,0,0,0
hist_458c360df13f,original,opened,,prop_0f4a8i,prop_odd9x1,100,220,169.27,0.42,69.27,1,4,53,1,0,0,0
hist_e849e975f566,original,opened,,prop_xsf7c1,prop_odd9x1,150,220,195.63,0.35,45.63,3,2,48,1,0,0,0
hist_062413741a40,original,opened,,prop_08y3id,prop_wd9nox,280,500,446.32,0.24,166.32,3,6,28,1,0,0,0
hist_d85822678437,original,clicked,,prop_saud8h,prop_g0ppb2,250,800,657.21,0.26,407.21,3,2,54,1,1,0,0
hist_2047a8922e67,original,opened,,prop_0f4a8i,prop_xsf7c1,100,150,138.19,0.24,38.19,3,3,15,1,0,0,0
hist_c713e123cb06,original,opened,,prop_8b867z,prop_g0ppb2,350,800,676.52,0.27,326.52,4,13,44,1,0,0,0
hist_6fbd84cd22fa,original,opened,,prop_0f4a8i,prop_wd9nox,100,500,340.57,0.4,240.57,4,14,34,1,0,0,0
hist_aa3e2fbd037f,original,ignored,,prop_8b867z,prop_c88oq1,350,400,381.82,0.36,31.82,2,13,22,0,0,0,0
hist_3355e5ef0b00,original,ignored,,prop_08y3id,prop_g0ppb2,280,800,677.66,0.24,397.66,2,11,45,0,0,0,0
hist_19826602485e,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,701.32,0.33,201.32,2,7,58,1,0,0,0
hist_30db7759efc4,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,690.15,0.37,190.15,2,3,46,0,0,0,0
hist_568c142adb0e,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,721.16,0.26,221.16,1,4,19,0,0,0,0
hist_45c1c042419c,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,648.41,0.43,198.41,4,2,1,0,0,0,0
hist_48b8d04cdf3a,original,ignored,,prop_0f4a8i,prop_ohkebg,100,450,300.14,0.43,200.14,2,2,13,0,0,0,0
hist_62dc8b9a0185,original,opened,,prop_saud8h,prop_8b867z,250,350,321.87,0.28,71.87,2,10,52,1,0,0,0
hist_270cf4c78c31,original,ignored,,prop_3nrojh,prop_g0ppb2,120,800,542.46,0.38,422.46,1,6,36,0,0,0,0
hist_23d0a15673d1,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,480.14,0.4,30.14,2,10,59,0,0,0,0
hist_08bd3dd499d5,original,ignored,,prop_xsf7c1,prop_c88oq1,150,400,306.28,0.37,156.28,4,5,10,0,0,0,0
hist_cfa353957364,original,opened,,prop_3nrojh,prop_odd9x1,120,220,187.75,0.32,67.75,1,5,12,1,0,0,0
hist_1105ef25371f,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,719.15,0.27,219.15,2,14,33,1,0,0,0
hist_d385bd4aa3b8,original,ignored,,prop_3nrojh,prop_g0ppb2,120,800,528.27,0.4,408.27,4,5,28,0,0,0,0
hist_7ac5d4a30b6e,original,opened,,prop_8b867z,prop_wd9nox,350,500,433.8,0.44,83.8,4,11,48,1,0,0,0
hist_adb5f5ce8465,original,ignored,,prop_08y3id,prop_wd9nox,280,500,398.41,0.46,118.41,3,7,7,0,0,0,0
hist_29035437ec20,original,ignored,,prop_3nrojh,prop_wd9nox,120,500,347.44,0.4,227.44,3,11,51,0,0,0,0
hist_315d1cb354d0,original,opened,,prop_08y3id,prop_c88oq1,280,400,347.67,0.44,67.67,4,5,51,1,0,0,0
hist_e9a8163b041d,original,ignored,,prop_odd9x1,prop_wd9nox,220,500,401.63,0.35,181.63,4,4,49,0,0,0,0
hist_5e795493ea17,original,opened,,prop_ohkebg,prop_wd9nox,450,500,484.78,0.3,34.78,3,9,24,1,0,0,0
hist_3f4938072555,original,clicked,,prop_3nrojh,prop_ohkebg,120,450,383.67,0.2,263.67,2,9,43,1,1,0,0
